id,title,year
66120,"Na kolejích ceká vrah",1970
66121,"Na komete",1970
66122,"Deep End",1970
66123,"After My Last Move",1972
66124,"The Beginning",1970
66125,"Nachbarn sind zum Ärgern da",1970
66126,"The Losers",1970
66128,Nana,1970
66129,"El nano: Niñera con bigotes",1971
66130,"Ned Kelly",1970
66132,"Web of the Spider",1971
66134,Netzwerk,1970
66135,Nevesta,1970
66136,"It Is Not the Homosexual Who Is Perverse, But the Society in Which He Lives",1971
66137,"Nicht fummeln, Liebling!",1970
66141,"The Night Visitor",1971
66143,"Night of the Bloody Transplant",1970
66144,"The Night of the Sorcerers",1974
66145,"Night of the Witches",1970
66147,"Nihon kyokaku-den: Nobori Ryu",1970
66148,"Brave Red Flower of the North",1970
66151,"Ninja Destroyer",1986
66152,"Ninì Tirabusciò, la donna che inventò la mossa",1970
66153,"History of Postwar Japan as Told by a Bar Hostess",1970
66154,"No Blade of Grass",1970
66155,"No Coração de Angola",1970
66156,"No Place to Hide",1973
66157,"No Substitute for Victory",1970
66158,"No desearás al vecino del quinto",1970
66159,"Noboriryu tekkahada",1970
66160,"The Werewolf Versus the Vampire Woman",1971
66161,"Repulsion to Dogs",1970
66162,Norwood,1970
66163,"Notes Towards an African Orestes",1970
66164,"Les novices",1970
66165,Nowy,1970
66167,"Light the Fuse... Sartana Is Coming",1970
66168,"The Key to Paradise",1970
66169,"O Happy Day",1970
66171,O.K.,1970
66172,"OK Cleopatra",1971
66174,"Oddly Coupled",1970
66175,"Odin iz nas",1971
66177,"Slap in the Face",1970
66181,"On a Clear Day You Can See Forever",1970
66182,"Once in a Lifetime",1970
66183,"One More Time",1970
66184,"The Only Game in Town",1970
66185,"The Only Way",1970
66187,"La orilla",1971
66188,"Chapaqua's Gold",1970
66190,"Tora-san's Runaway",1970
66191,"La otra residencia",1970
66192,"Out 1: Spectre",1972
66193,"The Out of Towners",1970
66195,"The Owl and the Pussycat",1970
66196,"Ozu no mahôtsukai",1970
66197,Paddy,1970
66198,"Peace Over the Fields",1970
66199,"Pájaro loco",1971
66201,"Para servir a usted",1971
66202,"Paragon, gola!",1970
66203,"Paraíso amazónico",1970
66204,"Part One: 806",1970
66206,Patton,1970
66207,"Donkey Skin",1970
66208,"Penicka a Paraplícko",1971
66209,"The People Next Door",1970
66210,"Coffin Full of Dollars",1971
66211,"Perestupi porog",1970
66212,"Perfect Friday",1970
66214,Performance,1970
66215,"Fuck Off! Images of Finland",1971
66216,Permissive,1970
66217,"The Granddaughter's Model",1971
66218,"Early Morning",1971
66219,"Der Pfarrer von St. Pauli",1970
66221,"The Phynx",1970
66222,"Pieces of Dreams",1970
66223,"Pierna creciente, falda menguante",1970
66224,"Las piernas de la serpiente",1970
66225,"Castle of Pot",1970
66226,"Pim, Pam und Pummelchen",1970
66227,"Pippi in the South Seas",1970
66228,"Los corsarios",1971
66229,"Le pistonné",1970
66230,"Bullets Over Dallas",1970
66231,"Pogon za Adamem",1970
66233,"The Postman",1972
66234,Pound,1970
66236,"Praise Marx and Pass the Ammunition",1970
66237,"The Adversary",1970
66238,Pravda,1970
66239,"Prawdzie w oczy",1970
66240,"Shoot the Living and Pray for the Dead",1971
66241,"Prem Pujari",1970
66242,Presage,1970
66243,"Il presidente del Borgorosso Football Club",1970
66245,"Priklyucheniya zhyoltogo chemodanchika",1970
66248,"Le printemps",1970
66249,"The Private Life of Sherlock Holmes",1970
66250,Prom,1970
66251,"Promise at Dawn",1970
66252,"A Prostitute Serving the Public and in Compliance with the Laws of the State",1971
66253,Heute,1970
66256,Pufnstuf,1970
66258,"Puppet on a Chain",1971
66259,"Puruliar Chhou Nritya",1970
66260,"Pussycat, Pussycat, I Love You",1970
66262,"Puzzle of a Downfall Child",1970
66263,Puzzlespiele,1970
66265,"Pippi on the Run",1970
66266,"Quackser Fortune Has a Cousin in the Bronx",1970
66267,"Something Creeping in the Dark",1971
66268,"When Women Had Tails",1970
66271,"Quelli belli... siamo noi",1970
66272,"Quizá siempre si me muera",1970
66273,R.P.M.,1970
66274,"Rabbit, Run",1970
66276,"La ragazza di latta",1970
66277,"A Girl Called Jules",1970
66279,"The Railway Children",1970
66282,"Raj na ziemi",1970
66283,"The Rangers",1970
66284,Rasplata,1970
66285,"The Ravager",1970
66286,"The Rebel Rousers",1970
66287,"Rebels of Arizona",1970
66288,"Red the Half Breed",1970
66289,"The Cruise",1970
66290,"El relicario",1970
66291,"Revolution My A..",1970
66295,"Reverend's Colt",1970
66296,"The Revolutionary",1970
66297,"El rey de Acapulco",1972
66299,"The Right and the Wrong",1970
66300,"Right on!",1970
66301,"Rio Lobo",1970
66302,"The Rise and Rise of Michael Rimmer",1970
66303,Risk,1971
66307,"Robin Hood: the Invincible Archer",1970
66308,"De Robins en de $100.000 schat",1972
66309,Romantyczni,1970
66310,"Le revolver et la rose",1970
66312,"Rosolino Paternò, soldato...",1970
66314,"Der rote Reiter",1970
66315,"Roy Colt & Winchester Jack",1970
66316,"Rubia's Jungle",1970
66318,"The Breach",1970
66319,"Ryan's Daughter",1970
66320,"Rötmånad",1970
66323,"Sól ziemi czarnej",1970
66324,Samskara,1970
66325,"San Domingo",1970
66328,"Santa and the Three Bears",1970
66329,Santiago!,1970
66331,"Twenty Paces to Death",1970
66333,"Ballad of Death Valley",1970
66334,Satiricosissimo,1970
66335,"The Savage Wild",1970
66336,"Say Goodbye",1971
66337,"Defeat of the Mafia",1970
66338,"Schaste Anny",1971
66341,"The School Girls",1970
66344,Scrooge,1970
66346,"Finders Killers",1971
66348,"The Secret of the Sacred Forest",1970
66349,Bizarre,1970
66350,"You're Jinxed, Friend You've Met Sacramento",1972
66351,"Sem nevest efreytora Zbrueva",1971
66354,"Serdtse Rossii",1970
66355,"The Servant",1970
66358,Sex-Power,1970
66359,"Sex Ritual of the Occult",1970
66360,"Sex and the Single Vampire",1970
66361,"Sex pervers",1970
66362,"Sex Jack",1970
66363,"Una señora llamada Andrés",1970
66364,Shango,1970
66366,"Swordsman with an Umbrella",1970
66368,"Shin Abashiri Bangaichi: Dai Shinrin no Ketto",1970
66369,"Shin Abashiri Bangaichi: Fubuki no Hagure Okami",1970
66370,"Tora-san's Grand Scheme",1970
66371,"Step on the Gas",1970
66374,"The Policeman",1971
66375,"Shôwa zankyô-den: Shinde moraimasu",1970
66377,"Si estás muerto, ¿por qué bailas?",1971
66378,"Las siete vidas del gato",1971
66379,"Signale - Ein Weltraumabenteuer",1970
66380,"Vampyros Lesbos",1971
66383,"Sin un adiós",1970
66384,Skullduggery,1970
66385,"Skulle det dukke opp flere lik er det bare å ringe.....",1970
66386,"Sluchay s Polyninym",1970
66388,"Snow Bear",1970
66390,"Soldier Blue",1970
66391,"Som hon bäddar får han ligga",1970
66392,"Something for Everyone",1970
66393,"Song of Norway",1970
66395,"A Sword for Brando",1970
66398,"Spiro Agnew's Asian Trip",1970
66400,"Sport, sport, sport",1970
66401,"Spring and Port Wine",1970
66402,"Start the Revolution Without Me",1970
66403,Stellungen,1970
66405,"Stick It in Your Ear",1970
66407,"Quiet Days in Clichy",1970
66408,Stockholmssommar,1970
66409,"A Stomach of Crazy Tricks",1970
66410,"Story of a Woman",1970
66411,"The Butterfly",1970
66412,"The Strange Vice of Mrs. Wardh",1971
66413,"The Spider's Stratagem",1970
66414,"Strawberries Need Rain",1970
66415,"The Strawberry Statement",1970
66416,"Street Scenes",1970
66417,"Street of a Thousand Pleasures",1972
66418,"The Student Nurses",1970
66419,"Das Stundenhotel von St. Pauli",1970
66420,"Sudden Terror",1970
66421,"Summer in the City",1971
66422,"Suppose They Gave a War and Nobody Came?",1970
66423,"Perched on a Tree",1971
66424,"Sutemi no Narazu-mono",1970
66425,"Sweet Bird of Aquarius",1970
66426,"Sweet Trash",1970
66427,"Sympathy in Summer",1971
66428,"Szemtöl szembe",1970
66429,Lovefilm,1970
66430,"Szerelmi álmok - Liszt",1970
66431,"Szkice warszawskie",1970
66432,"Szép magyar komédia",1970
66433,"Sárika, drágám",1971
66434,"THX 1138",1971
66436,"Take a Girl Like You",1970
66437,"Gui hu wai zhuan",1970
66438,"Tarzan's Deadly Silence",1970
66442,"Tayna zheleznoy dveri",1971
66444,"La tela del ragno",1970
66445,"Tell Me That You Love Me, Junie Moon",1970
66446,"Terror in the Streets",1970
66447,Theoria,1970
66448,"There Was a Crooked Man...",1970
66449,"There's a Girl in My Soup",1970
66450,"They Call Me Mister Tibbs!",1970
66454,"Three Sisters",1970
66457,"Le tigri di Mompracem",1970
66460,Tintomara,1970
66461,"One Song a Day Takes Mischief Away",1970
66463,"The Todd Killings",1971
66465,Togetherness,1970
66466,"The Man Who Put His Will on Film",1970
66468,"Emperor Tomato Ketchup",1971
66469,Toomorrow,1970
66470,"La tonta del bote",1970
66471,"Too Late the Hero",1970
66472,"Topical Spanish",1970
66473,"Tora! Tora! Tora!",1970
66474,"Cake in the Sky",1973
66475,"Torture Dungeon",1970
66476,"The Touch of Satan",1971
66477,"Tough Guy",1972
66479,"Trader Hornee",1970
66481,"Traição Inverosímil",1971
66482,Trash,1970
66483,Transplant,1970
66484,"Transplant of a Brain",1970
66485,"The Traveling Executioner",1970
66487,Triangle,1970
66488,"Triangular Round Bed",1970
66489,"El triangulito",1972
66491,Tristana,1970
66492,Trog,1970
66493,"Trop petit mon ami",1970
66494,"Tropic of Cancer",1970
66495,"The Twelve Chairs",1970
66496,"Tödlicher Irrtum",1970
66497,"Kill the Fatted Calf and Roast It",1970
66498,"The Ear",1970
66499,Umbracle,1972
66500,Hope,1970
66501,"Love Me Strangely",1971
66502,"The Cop",1970
66503,"Un pays sans bon sens!",1970
66505,Underground,1970
66506,"Une nation est née",1970
66507,"Unsere Pauker gehen in die Luft",1970
66511,"Many Wars Ago",1970
66512,"Up in the Cellar",1970
66514,"Uski Roti",1970
66515,"Jumping Over Puddles",1971
66516,"Valerie and Her Week of Wonders",1970
66517,"Cuadecuc, vampir",1971
66518,"The Vampire Lovers",1970
66519,"El vampiro de la autopista",1971
66522,"Verano ardiente",1971
66523,"Vertigo for a Killer",1970
66526,"Vilarinho das Furnas",1970
66527,"Huo niao di yi hao",1970
66528,"The Virgin and the Gypsy",1970
66530,"Long Live Death",1971
66531,"Long Live the Bride and Groom",1970
66532,"Vladimir et Rosa",1971
66533,"Vnimanie, cherepakha!",1970
66535,"Vorstoss ins Niemandsland",1970
66536,"The Crook",1970
66537,"Killing the Devil",1970
66538,"Vzryv zamedlennogo deystviya",1970
66539,"El vértigo del crimen",1970
66540,WUSA,1970
66542,"A Walk in the Spring Rain",1970
66543,"The Walking Stick",1970
66544,"Wanted: Perfect Mother",1970
66546,"Why Does Herr R. Run Amok?",1970
66548,"What Is the Matter with Willi?",1970
66549,Waterloo,1970
66550,"Watermelon Man",1970
66551,"The Way We Live Now",1970
66553,"Weekend with the Babysitter",1970
66554,"Die Weibchen",1970
66556,"Wenn die tollen Tanten kommen",1970
66557,"Wenn du bei mir bist",1970
66558,"Wer weint denn schon im Freudenhaus?",1970
66559,"What Do You Say to a Naked Lady?",1970
66561,"When Dinosaurs Ruled the Earth",1970
66563,"Where's Poppa?",1970
66564,"Which Way to the Front?",1970
66565,"White Sun of the Desert",1970
66568,"Wie sag ich's meinem Kinde?",1971
66569,"The Swappers",1970
66571,"The Wild Scene",1970
66574,"Wir haun die Pauker in die Pfanne - Die Lümmel von der ersten Bank, V. Teil",1970
66575,"Wir kaufen eine Feuerwehr",1970
66577,"Witchcraft '70",1970
66578,"The Wizard of Gore",1970
66580,Woodstock,1970
66581,"The World at Their Feet",1970
66583,Wow,1970
66584,"Nu jian kuang dao",1970
66585,"Wuthering Heights",1970
66586,"X + YY: Formel des Bösen",1970
66587,"The Singing Killer",1970
66589,Yaadgaar,1970
66590,"City of Beasts",1970
66592,"The Yin and the Yang of Mr. Go",1978
66593,"You Can't Win 'Em All",1970
66594,"The Wandering Swordsman",1970
66596,"The Young, Erotic Fanny Hill",1971
66597,"Bu gan hui jia de shao nu",1970
66598,Yukyo-retsuden,1970
66600,"The Vampire Doll",1970
66601,"Zabriskie Point",1970
66602,"Zatoichi Meets the One-Armed Swordsman",1971
66603,"Zatoichi Meets Yojimbo",1970
66604,"Time of the Storks",1971
66605,"Zig Zag",1970
66606,"Znicz olimpijski",1970
66610,"O Zé do Burro",1972
66611,"¡Qué cosas tiene el amor!",1973
66612,Companeros,1970
66613,"Hurrah for Adventure!",1970
66614,"¡Qué hacer!",1972
66615,"À nous deux France",1970
66617,"Égi bárány",1971
66618,"Elise, or Real Life",1970
66619,"Én vagyok Jeromos",1971
66620,"Érik a fény",1970
66621,"Are You Engaged to a Greek Sailor or an Airline Pilot?",1971
66622,Judgement,1970
66623,"The Fourth Victim",1971
66639,"The Ceremony",1971
66660,George!,1972
66728,"The Million Dollar Duck",1971
66729,"He Was Called the Holy Ghost",1971
66730,"10 Rillington Place",1971
66731,"1,000 Convicts and a Woman",1971
66732,"200 Motels",1971
66733,"21 Days in Europe",1971
66734,"The 300 Year Weekend",1971
66735,"Four Flies on Grey Velvet",1971
66736,"47:an Löken",1971
66737,"A cuore freddo",1971
66738,"A mí las mujeres, ni fu ni fa",1971
66739,"Uma Abelha na Chuva",1972
66740,"The Abominable Dr. Phibes",1971
66742,Aci,1971
66743,"Acquasanta Joe",1971
66745,"Adiós, Sabata",1970
66746,"Adiós, cigüeña, adiós",1971
66747,"Aventuras com Tio Maneco",1971
66749,"Africa Uncensored",1971
66750,"The Agitators",1971
66752,"Akcja 'Brutus'",1971
66753,"Alaska Wilderness Lake",1971
66754,"Love Hate",1971
66756,"Alta tensión",1972
66757,"The Feast of Satan",1971
66758,"Amar Prem",1972
66760,"El amor de María Isabel",1970
66761,"Nights and Loves of Don Juan",1971
66762,"L'amour humain",1970
66763,Anand,1971
66764,"Anche per Django le carogne hanno un prezzo",1971
66765,"And Now for Something Completely Different",1971
66766,Andaz,1971
66767,"The Anderson Tapes",1971
66769,"The Andromeda Strain",1971
66770,"Anflug Alpha I",1971
66771,"Angels Hard as They Come",1971
66772,"Angola na Guerra e no Progresso",1971
66773,"The Goalie's Anxiety at the Penalty Kick",1972
66774,"Ann and Eve",1970
66775,Anna,1970
66777,"El apartamento de la tentación",1971
66778,"Un apprezzato professionista di sicuro avvenire",1972
66779,"Hell in the Aegean",1970
66781,"Ali Baba and the Forty Thieves",1971
66782,Ariana,1971
66783,"El armario del tiempo",1971
66784,"Armiamoci e partite!",1971
66785,"Around South Central",1971
66787,"One Day Before the Rainy Season",1971
66789,"Law Breakers",1971
66790,"Attack of the Kung Fu Girls",1973
66791,"Aunque la hormona se vista de seda...",1971
66793,"As Far as Love Can Go",1971
66794,"Soft Shoulders, Sharp Curves",1972
66795,"L'automne",1972
66797,"Außer Rand und Band am Wolfgangsee",1972
66798,"Money Money Money",1972
66799,"The Most Gentle Confessions",1971
66800,"Aviões na Agricultura",1971
66801,"Little Ayse and the Magic Dwarfs in the Land of Dreams",1971
66802,"The Manipulator",1971
66803,"B.S. I Love You",1971
66806,"Sympathy for the Underdog",1971
66807,"Our Home Is Our Castle",1971
66808,Bananas,1971
66809,"Il lungo giorno della violenza",1971
66811,"The Barefoot Executive",1971
66812,"Basic Training",1971
66814,"The Battle of Love's Return",1971
66815,"The Beast in the Cellar",1971
66816,"Beast of the Yellow Night",1971
66817,"Bedknobs and Broomsticks",1971
66818,"Been Down So Long It Looks Like Up to Me",1971
66819,"The Beguiled",1971
66822,"Believe in Me",1971
66823,"Bella di giorno moglie di notte",1971
66824,"A Girl in Australia",1971
66826,"The Touch",1971
66827,"La bestia uccide a sangue freddo",1971
66828,"In Love, Every Pleasure Has Its Pain",1971
66829,"The Sin",1972
66830,"The Big Doll House",1971
66831,"Big Jake",1971
66832,"Billy Jack",1971
66834,"Black Beauty",1971
66835,"Black Killer",1971
66837,"Black Picture Album",1971
66838,"Black story (La historia negra de Peter P. Peter)",1971
66840,"Blanca por fuera y Rosa por dentro",1971
66841,Blanche,1971
66842,"Bleak Moments",1971
66843,"The Love Keys",1971
66844,Blindman,1971
66845,"Will to Die",1971
66846,"Blood Shack",1971
66847,"Blood Thirst",1971
66848,"Blood and Lace",1971
66849,"The Blood on Satan's Claw",1971
66851,"The Blue Sextet",1971
66852,"Blutjunge Verführerinnen",1971
66853,"Na Boca da Noite",1972
66854,"Who Cares: Anatomy of a Delivery Boy",1971
66855,"Bonaparte et la révolution",1972
66856,"Born to Win",1971
66857,"Rum Runners",1971
66858,"The Boy Friend",1971
66860,"Brazil: A Report on Torture",1971
66861,"The Breaking of Bumbo",1970
66863,"The Brotherhood of Satan",1971
66865,"Brothers Blue",1973
66866,"The Bug Killer",1971
66867,"Bubù",1971
66868,"And the Crows Will Dig Your Grave",1971
66870,"Bunny O'Hare",1971
66871,"Burke & Hare",1972
66872,"Bury Me an Angel",1971
66873,"The Bus Is Coming",1971
66875,"The Buttercup Chain",1970
66876,"Bárbara",1974
66877,"The Cubs",1973
66878,"Los cacos",1972
66879,"Cain's Way",1970
66880,"Calcutta 71",1971
66881,Calliope,1971
66882,"The Change",1971
66883,"The French Calvinists",1972
66885,Cao-Xa,1973
66886,"Captain Apache",1971
66887,"Capulina contra los vampiros",1971
66888,Caravan,1971
66889,"The Great Swindle",1971
66891,"Grazie zio, ci provo anch'io",1971
66892,"Carnal Knowledge",1971
66893,"Carnival of Blood",1970
66894,"Carry on Henry VIII",1971
66895,"Carry on at Your Convenience",1971
66896,"La casa de las Chivas",1972
66897,"The House of the Doves",1972
66898,"The House Without Frontiers",1972
